chi2_kahan_long, chi2_std, chi2_std_long, chi2_kahan, chi2_kahan_avx
115339.1970350482887468501758121419698, 115339.1970350478368345648050308227539062, 115339.1970350482887823773126001469790936, 115339.1970350482879439368844032287597656, 115339.1970350483024958521127700805664062
115331.5658729319242326027961098589003086, 115331.5658729315182426944375038146972656, 115331.565872931924246813650825060904026, 115331.5658729319256963208317756652832031, 115331.5658729319256963208317756652832031
115336.9047304741458503940521040931344032, 115336.9047304742416599765419960021972656, 115336.9047304741458503940521040931344032, 115336.9047304741397965699434280395507812, 115336.9047304741397965699434280395507812
115332.434295214004137619667744729667902, 115332.4342952138686086982488632202148438, 115332.4342952140039031405649438966065645, 115332.4342952139995759353041648864746094, 115332.4342952139995759353041648864746094
115335.9952847135026416935943416319787502, 115335.9952847133390605449676513671875, 115335.9952847135026772207311296369880438, 115335.9952847134991316124796867370605469, 115335.9952847135136835277080535888671875
115334.8263046701067082722147461026906967, 115334.8263046702195424586534500122070312, 115334.8263046701069001187534013297408819, 115334.8263046701031271368265151977539062, 115334.8263046701031271368265151977539062
115337.5789329934261644439175142906606197, 115337.5789329937542788684368133544921875, 115337.5789329934260081245156470686197281, 115337.5789329934195848181843757629394531, 115337.5789329934341367334127426147460938
115333.2935929387494979891926050186157227, 115333.2935929384984774515032768249511719, 115333.2935929387494837783378898166120052, 115333.2935929387458600103855133056640625, 115333.2935929387458600103855133056640625
115335.4078308098400214021239662542939186, 115335.4078308094467502087354660034179688, 115335.407830809840135088961687870323658, 115335.4078308098396519199013710021972656, 115335.4078308098396519199013710021972656
115335.4041603944142764248681487515568733, 115335.4041603947407566010951995849609375, 115335.4041603944143687954237975645810366, 115335.4041603944206144660711288452148438, 115335.4041603944206144660711288452148438
115335.3949523523132114632971934042870998, 115335.394952352275140583515167236328125, 115335.3949523523133819935537758283317089, 115335.3949523523187963292002677917480469, 115335.3949523523187963292002677917480469
115335.3670744138737944695094483904540539, 115335.3670744139963062480092048645019531, 115335.3670744138737234152358723804354668, 115335.3670744138798909261822700500488281, 115335.3670744138653390109539031982421875
115335.2817771598834326596261234953999519, 115335.281777159427292644977569580078125, 115335.2817771598833189727884018793702126, 115335.2817771598784020170569419860839844, 115335.281777159892953932285308837890625
115335.0331601516258928086244850419461727, 115335.0331601515208603814244270324707031, 115335.0331601516259283357612730469554663, 115335.0331601516227237880229949951171875, 115335.0331601516227237880229949951171875
115334.6791195905814646494036423973739147, 115334.6791195905680069699883460998535156, 115334.6791195905814930711130728013813496, 115334.6791195905825588852167129516601562, 115334.6791195905825588852167129516601562
115335.1445664738932208592814276926219463, 115335.1445664740604115650057792663574219, 115335.1445664738930929615889908745884895, 115335.144566473900340497493743896484375, 115335.144566473900340497493743896484375
115334.2686731334271001969682401977479458, 115334.2686731334251817315816879272460938, 115334.2686731334269509829937305767089128, 115334.2686731334251817315816879272460938, 115334.2686731334251817315816879272460938
115335.9366717678496314647418330423533916, 115335.9366717675438849255442619323730469, 115335.9366717678499085764087794814258814, 115335.9366717678494751453399658203125, 115335.9366717678494751453399658203125
115333.4766009508356532364814484026283026, 115333.4766009508748538792133331298828125, 115333.4766009508356532364814484026283026, 115333.4766009508311981335282325744628906, 115333.4766009508457500487565994262695312
115334.8994637278314172590398811735212803, 115334.8994637279683956876397132873535156, 115334.8994637278313035722021595574915409, 115334.89946372783742845058441162109375, 115334.89946372783742845058441162109375
115334.5138069534306808350265782792121172, 115334.5138069536187686026096343994140625, 115334.5138069534307803110095846932381392, 115334.5138069534295937046408653259277344, 115334.513806953444145619869232177734375
115334.3853936309433052542772202286869287, 115334.3853936308005359023809432983398438, 115334.3853936309431134077385650016367435, 115334.38539363094605505466461181640625, 115334.38539363094605505466461181640625
115335.0278494672897693362756399437785149, 115335.0278494669182691723108291625976562, 115335.0278494672897835471303551457822323, 115335.0278494672966189682483673095703125, 115335.0278494672966189682483673095703125
115334.5946011057184321657587133813649416, 115334.5946011056512361392378807067871094, 115334.5946011057185813797332230024039745, 115334.5946011057239957153797149658203125, 115334.5946011057094438001513481140136719
115334.818672811816725243261316791176796, 115334.8186728116561425849795341491699219, 115334.818672811816725243261316791176796, 115334.8186728118162136524915695190429688, 115334.8186728118162136524915695190429688
115335.0750779395984721986678778193891048, 115335.0750779399677412584424018859863281, 115335.0750779395986000963603146374225616, 115335.0750779396039433777332305908203125, 115335.0750779396039433777332305908203125
115334.3381305650887611591315362602472305, 115334.3381305647199042141437530517578125, 115334.3381305650887327374221058562397957, 115334.3381305650837020948529243469238281, 115334.3381305650982540100812911987304688
115335.365767919954450348996033426374197, 115335.3657679199386620894074440002441406, 115335.3657679199544929815601790323853493, 115335.3657679199532140046358108520507812, 115335.3657679199532140046358108520507812
115334.0474747005508859842848323751240969, 115334.0474747001280775293707847595214844, 115334.0474747005510920416782028041779995, 115334.0474747005500830709934234619140625, 115334.0474747005500830709934234619140625
115335.025633732785237839379988145083189, 115335.0256337331084068864583969116210938, 115335.0256337327853302099356369581073523, 115335.025633732788264751434326171875, 115335.025633732788264751434326171875
115334.387624710887095602629415225237608, 115334.3876247108710231259465217590332031, 115334.3876247108869321778001904021948576, 115334.3876247108855750411748886108398438, 115334.3876247108855750411748886108398438
115334.8515703227348438986155088059604168, 115334.8515703226439654827117919921875, 115334.8515703227349291637438000179827213, 115334.8515703227312769740819931030273438, 115334.8515703227312769740819931030273438
115334.561681532564868746248976094648242, 115334.5616815326065989211201667785644531, 115334.5616815325646555834282480645924807, 115334.5616815325629431754350662231445312, 115334.5616815325629431754350662231445312
115334.5662614086933217549812979996204376, 115334.5662614085449604317545890808105469, 115334.5662614086932364898530067875981331, 115334.5662614086904795840382575988769531, 115334.5662614086904795840382575988769531
115334.7962991525460125785684795118868351, 115334.7962991527165286242961883544921875, 115334.7962991525459841568590491078794003, 115334.7962991525419056415557861328125, 115334.7962991525419056415557861328125
115334.8220532501689064019956276752054691, 115334.8220532501291017979383468627929688, 115334.8220532501689916671239188872277737, 115334.8220532501727575436234474182128906, 115334.8220532501727575436234474182128906
115334.5481630644282304842818120960146189, 115334.54816306452266871929168701171875, 115334.5481630644282233788544544950127602, 115334.5481630644353572279214859008789062, 115334.5481630644353572279214859008789062
115335.1136741853123268697345338296145201, 115335.1136741853697458282113075256347656, 115335.1136741853124334511448978446424007, 115335.1136741853115381672978401184082031, 115335.1136741853260900825262069702148438
115334.2996010843153129599159001372754574, 115334.2996010845236014574766159057617188, 115334.2996010843154834901724825613200665, 115334.29960108431987464427947998046875, 115334.29960108431987464427947998046875
115334.6846804091353106969108921475708485, 115334.6846804089582292363047599792480469, 115334.684680409135495438022189773619175, 115334.6846804091328522190451622009277344, 115334.684680409147404134273529052734375
115334.7285521655387157125005614943802357, 115334.7285521656449418514966964721679688, 115334.7285521655389146644665743224322796, 115334.7285521655430784448981285095214844, 115334.7285521655430784448981285095214844
115334.8777957816397048418366466648876667, 115334.8777957813435932621359825134277344, 115334.8777957816398327395290834829211235, 115334.8777957816346315667033195495605469, 115334.8777957816491834819316864013671875
115334.5355279869857838548341533169150352, 115334.5355279868672369047999382019042969, 115334.535527986985790960261510917916894, 115334.5355279869836522266268730163574219, 115334.5355279869836522266268730163574219
115334.610239582564162219568970613181591, 115334.6102395826892461627721786499023438, 115334.6102395825639561621756001841276884, 115334.6102395825582789257168769836425781, 115334.6102395825728308409452438354492188
115334.7820724507317748930290690623223782, 115334.7820724507182603701949119567871094, 115334.7820724507317322604649234563112259, 115334.78207245073281228542327880859375, 115334.78207245073281228542327880859375
